-1.284,-0.926,89.405
-1.284,-0.926,89.404
-1.284,-0.926,89.403
-1.284,-0.926,89.405
-1.284,-0.926,89.402
-1.284,-0.926,89.404
-1.284,-0.926,89.404
-1.284,-0.926,89.405
-1.284,-0.926,89.406
-1.284,-0.926,89.404
-1.284,-0.926,89.405
-1.284,-0.926,89.404
-1.284,-0.926,89.405
-1.284,-0.926,89.404
-1.284,-0.926,89.403
-1.284,-0.926,89.404
-1.284,-0.926,89.403
-1.284,-0.926,89.403
-1.284,-0.926,89.401
-1.284,-0.926,89.399
-1.284,-0.926,89.403
-1.284,-0.926,89.4
-1.284,-0.926,89.402
-1.284,-0.926,89.404
-1.284,-0.926,89.401
-1.284,-0.926,89.402
-1.284,-0.926,89.404
-1.284,-0.926,89.402
-1.284,-0.926,89.403
-1.284,-0.926,89.4
-1.284,-0.926,89.398
-1.284,-0.925,89.405
-1.284,-0.925,89.401
-1.284,-0.925,89.399
-1.284,-0.925,89.402
-1.284,-0.925,89.399
-1.284,-0.925,89.4
-1.285,-0.925,89.402
-1.285,-0.925,89.395
-1.285,-0.925,89.4
-1.285,-0.925,89.402
-1.285,-0.925,89.396
-1.285,-0.925,89.397
-1.285,-0.925,89.399
-1.285,-0.925,89.396
-1.285,-0.925,89.395
-1.285,-0.925,89.394
-1.285,-0.925,89.395
-1.285,-0.925,89.407
-1.285,-0.925,89.404
-1.285,-0.925,89.401
-1.285,-0.925,89.403
-1.285,-0.925,89.405
-1.285,-0.925,89.403
-1.285,-0.925,89.405
-1.285,-0.925,89.401
-1.285,-0.925,89.403
-1.285,-0.925,89.406
-1.285,-0.925,89.398
-1.285,-0.925,89.401
-1.285,-0.925,89.401
-1.285,-0.925,89.401
-1.285,-0.925,89.402
-1.285,-0.925,89.398
-1.285,-0.925,89.4
-1.285,-0.925,89.402
-1.285,-0.925,89.398
-1.285,-0.925,89.403
-1.285,-0.925,89.4
-1.285,-0.925,89.397
-1.285,-0.925,89.4
-1.285,-0.925,89.396
-1.285,-0.925,89.397
-1.285,-0.925,89.396
-1.285,-0.925,89.394
-1.285,-0.925,89.396
-1.285,-0.925,89.395
-1.285,-0.925,89.392
-1.285,-0.925,89.398
-1.285,-0.925,89.397
-1.285,-0.924,89.398
-1.285,-0.924,89.399
-1.285,-0.924,89.399
-1.285,-0.924,89.398
-1.285,-0.924,89.398
-1.286,-0.924,89.396
-1.286,-0.924,89.398
-1.286,-0.924,89.398
-1.286,-0.924,89.394
-1.286,-0.924,89.395
-1.286,-0.924,89.394
-1.286,-0.924,89.394
-1.286,-0.924,89.395
-1.286,-0.924,89.392
-1.286,-0.924,89.392
-1.286,-0.924,89.394
-1.286,-0.924,89.391
-1.286,-0.924,89.392
-1.286,-0.924,89.397
-1.286,-0.924,89.397
-1.286,-0.924,89.397
-1.286,-0.924,89.397
-1.286,-0.924,89.4
-1.286,-0.924,89.397
-1.286,-0.924,89.398
-1.286,-0.924,89.397
-1.286,-0.924,89.394
-1.286,-0.924,89.397
-1.286,-0.924,89.393
-1.286,-0.924,89.392
-1.286,-0.924,89.392
-1.286,-0.924,89.392
-1.286,-0.924,89.393
-1.286,-0.924,89.393
-1.286,-0.924,89.396
-1.286,-0.924,89.398
-1.286,-0.924,89.399
-1.286,-0.924,89.394
